пЕГСКЭРЮРШ ЮМЮКХГЮ ЮМНЛЮКХИ ЛЕРНДНЛ Z-score
==========================================

яРНКАЕЖ: Feature_1
оНПНЦ Z-score: 2.00
бЯЕЦН ГМЮВЕМХИ: 1200
йНКХВЕЯРБН ЮМНЛЮКХИ: 52
оПНЖЕМР ЮМНЛЮКХИ: 4.33%

дЕРЮКЭМШЕ ПЕГСКЭРЮРШ:
яРПНЙЮ	гМЮВЕМХЕ	Z-score	юМНЛЮКХЪ
884	1.524	1.4568	мер
885	-1.644	-1.6438	мер
886	0.404	0.3606	мер
887	-1.933	-1.9267	мер
888	0.906	0.8519	мер
889	-0.895	-0.9108	мер
890	0.47	0.4252	мер
891	-0.917	-0.9323	мер
892	-0.229	-0.2589	мер
893	0.468	0.4232	мер
894	-0.268	-0.2971	мер
895	-0.977	-0.9910	мер
896	1.119	1.0604	мер
897	-1.173	-1.1828	мер
898	0.809	0.7570	мер
899	0.941	0.8862	мер
900	0.818	0.7658	мер
901	-0.193	-0.2237	мер
902	-0.857	-0.8736	мер
903	-0.699	-0.7189	мер
904	-0.175	-0.2061	мер
905	-0.374	-0.4008	мер
906	1.195	1.1348	мер
907	0.837	0.7844	мер
908	0.33	0.2882	мер
909	0.541	0.4947	мер
910	-0.457	-0.4821	мер
911	-0.67	-0.6905	мер
912	0.352	0.3097	мер
913	1.179	1.1191	мер
914	-1.761	-1.7583	мер
915	-0.628	-0.6494	мер
916	-0.756	-0.7747	мер
917	-0.27	-0.2991	мер
918	-0.755	-0.7737	мер
919	0.362	0.3195	мер
920	1.578	1.5096	мер
921	-1.813	-1.8092	мер
922	-0.785	-0.8031	мер
923	0.25	0.2099	мер
924	1.625	1.5556	мер
925	2.176	2.0949	дю
926	-1.808	-1.8043	мер
927	0.403	0.3596	мер
928	0.102	0.0650	мер
929	1.999	1.9217	мер
930	1.165	1.1054	мер
931	1.753	1.6809	мер
932	1.573	1.5047	мер
933	0.663	0.6141	мер
934	0.13	0.0924	мер
935	0.546	0.4996	мер
936	0.003	-0.0319	мер
937	-0.858	-0.8745	мер
938	1.131	1.0721	мер
939	-1.227	-1.2357	мер
940	-1.517	-1.5195	мер
941	0.092	0.0552	мер
942	-0.195	-0.2257	мер
943	-0.997	-1.0106	мер
944	-0.422	-0.4478	мер
945	-0.069	-0.1023	мер
946	0.469	0.4242	мер
947	0.833	0.7805	мер
948	1.911	1.8355	мер
949	0.201	0.1619	мер
950	-2.92	-2.8927	дю
951	0.768	0.7168	мер
952	-0.122	-0.1542	мер
953	0.126	0.0885	мер
954	-1.079	-1.0908	мер
955	1.733	1.6613	мер
956	0.414	0.3704	мер
957	-1.844	-1.8396	мер
958	-1.399	-1.4040	мер
959	0.143	0.1052	мер
960	-0.684	-0.7043	мер
961	-1.691	-1.6898	мер
962	0.453	0.4086	мер
963	1.859	1.7846	мер
964	-0.335	-0.3627	мер
965	0.37	0.3273	мер
966	1.084	1.0261	мер
967	-1.403	-1.4079	мер
968	-0.101	-0.1337	мер
969	-0.862	-0.8785	мер
970	-1.678	-1.6771	мер
971	2.192	2.1105	дю
972	-0.278	-0.3069	мер
973	-0.384	-0.4106	мер
974	-1.325	-1.3316	мер
975	-0.328	-0.3558	мер
976	-0.785	-0.8031	мер
977	-2.452	-2.4346	дю
978	-1.462	-1.4657	мер
979	-0.678	-0.6984	мер
980	0.626	0.5779	мер
981	0.536	0.4898	мер
982	0.246	0.2060	мер
983	0.53	0.4839	мер
984	-0.004	-0.0387	мер
985	1.259	1.1974	мер
986	1.274	1.2121	мер
987	-0.962	-0.9763	мер
988	0.329	0.2872	мер
989	-0.58	-0.6025	мер
990	0.534	0.4878	мер
991	1.488	1.4215	мер
992	0.996	0.9400	мер
993	-0.553	-0.5760	мер
994	-0.255	-0.2844	мер
995	-0.168	-0.1992	мер
996	1.421	1.3560	мер
997	-1.051	-1.0634	мер
998	1.503	1.4362	мер
999	2.195	2.1135	дю
1000	-0.841	-0.8579	мер
1001	0.125	0.0875	мер
1002	3.193	3.0902	дю
1003	0.562	0.5152	мер
1004	-1.09	-1.1016	мер
1005	0.421	0.3772	мер
1006	-1.843	-1.8386	мер
1007	-1.164	-1.1740	мер
1008	-1.296	-1.3032	мер
1009	-0.236	-0.2658	мер
1010	0.121	0.0836	мер
1011	-1.271	-1.2788	мер
1012	-0.147	-0.1787	мер
1013	-0.628	-0.6494	мер
1014	-0.653	-0.6739	мер
1015	-1.522	-1.5244	мер
1016	0.041	0.0053	мер
1017	0.351	0.3087	мер
1018	-3.201	-3.1677	дю
1019	2.383	2.2975	дю
1020	-1.437	-1.4412	мер
1021	-1.715	-1.7133	мер
1022	0.777	0.7257	мер
1023	0.532	0.4859	мер
1024	-0.644	-0.6651	мер
1025	-0.685	-0.7052	мер
1026	-1.61	-1.6105	мер
1027	0.073	0.0366	мер
1028	0.785	0.7335	мер
1029	-0.085	-0.1180	мер
1030	0.679	0.6297	мер
1031	0.28	0.2392	мер
1032	-0.547	-0.5702	мер
1033	2.466	2.3787	дю
1034	0.4	0.3567	мер
1035	-0.718	-0.7375	мер
1036	-0.701	-0.7209	мер
1037	0.673	0.6239	мер
1038	-1.332	-1.3385	мер
1039	1.451	1.3853	мер
1040	0.565	0.5182	мер
1041	-0.887	-0.9029	мер
1042	1.234	1.1729	мер
1043	-0.153	-0.1846	мер
1044	0.735	0.6846	мер
1045	-0.023	-0.0573	мер
1046	0.071	0.0347	мер
1047	0.786	0.7345	мер
1048	-0.174	-0.2051	мер
1049	-1.138	-1.1486	мер
1050	-0.576	-0.5985	мер
1051	-0.637	-0.6583	мер
1052	-0.262	-0.2912	мер
1053	-1.054	-1.0664	мер
1054	1.545	1.4773	мер
1055	0.162	0.1237	мер
1056	-1.855	-1.8503	мер
1057	-1.42	-1.4246	мер
1058	-0.457	-0.4821	мер
1059	1.062	1.0046	мер
1060	-0.238	-0.2677	мер
1061	0.855	0.8020	мер
1062	-1.453	-1.4569	мер
1063	-0.139	-0.1708	мер
1064	-1.625	-1.6252	мер
1065	-0.22	-0.2501	мер
1066	0.091	0.0543	мер
1067	0.352	0.3097	мер
1068	-0.345	-0.3725	мер
1069	1.727	1.6554	мер
1070	2.043	1.9647	мер
1071	-0.223	-0.2531	мер
1072	-0.158	-0.1894	мер
1073	1.772	1.6995	мер
1074	0.74	0.6894	мер
1075	-1.263	-1.2709	мер
1076	1.342	1.2786	мер
1077	0.937	0.8823	мер
1078	0.541	0.4947	мер
1079	1.443	1.3775	мер
1080	0.886	0.8323	мер
1081	-1.669	-1.6683	мер
1082	-0.67	-0.6905	мер
1083	-0.436	-0.4615	мер
1084	0.823	0.7707	мер
1085	0.947	0.8920	мер
1086	0.5	0.4546	мер
1087	-0.231	-0.2609	мер
1088	-0.141	-0.1728	мер
1089	-0.761	-0.7796	мер
1090	0.383	0.3400	мер
1091	1.398	1.3334	мер
1092	2.611	2.5206	дю
1093	0.887	0.8333	мер
1094	-0.156	-0.1875	мер
1095	1.031	0.9743	мер
1096	1.194	1.1338	мер
1097	-0.039	-0.0730	мер
1098	-0.755	-0.7737	мер
1099	0.043	0.0073	мер
1100	-1.11	-1.1212	мер
1101	-0.29	-0.3186	мер
1102	-0.691	-0.7111	мер
1103	0.269	0.2285	мер
1104	-0.239	-0.2687	мер
1105	-1.256	-1.2641	мер
1106	-2.241	-2.2281	дю
1107	-1.293	-1.3003	мер
1108	0.1	0.0631	мер
1109	0.465	0.4203	мер
1110	0.345	0.3029	мер
1111	1.07	1.0124	мер
1112	-0.291	-0.3196	мер
1113	1.363	1.2992	мер
1114	0.412	0.3684	мер
1115	0.042	0.0063	мер
1116	1.753	1.6809	мер
1117	0.259	0.2187	мер
1118	-0.225	-0.2550	мер
1119	-0.762	-0.7806	мер
1120	0.112	0.0748	мер
1121	-0.163	-0.1943	мер
1122	-1.028	-1.0409	мер
1123	-1.949	-1.9423	мер
1124	-0.256	-0.2854	мер
1125	0.439	0.3949	мер
1126	1.706	1.6349	мер
1127	-1.1	-1.1114	мер
1128	1.613	1.5439	мер
1129	0.677	0.6278	мер
1130	1.116	1.0574	мер
1131	-0.199	-0.2296	мер
1132	-0.374	-0.4008	мер
1133	1.77	1.6975	мер
1134	0.376	0.3332	мер
1135	-1.206	-1.2151	мер
1136	0.805	0.7531	мер
1137	1.622	1.5527	мер
1138	1.087	1.0291	мер
1139	-0.828	-0.8452	мер
1140	-0.949	-0.9636	мер
1141	-0.952	-0.9665	мер
1142	0.168	0.1296	мер
1143	0.552	0.5054	мер
1144	0.205	0.1658	мер
1145	-0.863	-0.8794	мер
1146	-0.2	-0.2306	мер
1147	-0.774	-0.7923	мер
1148	0.988	0.9322	мер
1149	0.904	0.8500	мер
1150	0.402	0.3586	мер
1151	0.721	0.6708	мер
1152	-0.5	-0.5242	мер
1153	0.832	0.7795	мер
1154	0.929	0.8744	мер
1155	1.586	1.5174	мер
1156	1.491	1.4245	мер
1157	-1.157	-1.1672	мер
1158	-1.522	-1.5244	мер
1159	-1.114	-1.1251	мер
1160	0.647	0.5984	мер
1161	0.211	0.1717	мер
1162	0.239	0.1991	мер
1163	-1.596	-1.5968	мер
1164	0.189	0.1502	мер
1165	0.029	-0.0064	мер
1166	-0.658	-0.6788	мер
1167	0.596	0.5485	мер
1168	0.791	0.7394	мер
1169	1.659	1.5889	мер
1170	0.151	0.1130	мер
1171	0.282	0.2412	мер
1172	-0.573	-0.5956	мер
1173	-0.329	-0.3568	мер
1174	-0.993	-1.0067	мер
1175	-0.99	-1.0037	мер
1176	0.768	0.7168	мер
1177	0.513	0.4673	мер
1178	0.231	0.1913	мер
1179	-0.465	-0.4899	мер
1180	1.206	1.1455	мер
1181	-0.623	-0.6445	мер
1182	0.028	-0.0074	мер
1183	-0.932	-0.9470	мер
1184	-0.409	-0.4351	мер
1185	-2.47	-2.4522	дю
1186	-0.161	-0.1924	мер
1187	-2.034	-2.0255	дю
1188	0.341	0.2989	мер
1189	0.196	0.1570	мер
1190	0.744	0.6934	мер
1191	-0.547	-0.5702	мер
1192	-0.682	-0.7023	мер
1193	-0.761	-0.7796	мер
1194	-0.77	-0.7884	мер
1195	1.44	1.3745	мер
1196	-0.977	-0.9910	мер
1197	0.034	-0.0015	мер
1198	1.244	1.1827	мер
1199	-1.772	-1.7691	мер
1200	0.458	0.4134	мер
1201	-0.753	-0.7718	мер

--------------------------------------------------

яРНКАЕЖ: Feature_61
оНПНЦ Z-score: 2.00
бЯЕЦН ГМЮВЕМХИ: 1200
йНКХВЕЯРБН ЮМНЛЮКХИ: 60
оПНЖЕМР ЮМНЛЮКХИ: 5.00%

дЕРЮКЭМШЕ ПЕГСКЭРЮРШ:
яРПНЙЮ	гМЮВЕМХЕ	Z-score	юМНЛЮКХЪ
2	-1.655	-1.6584	мер
3	-0.093	-0.0732	мер
4	0.474	0.5023	мер
5	-0.758	-0.7481	мер
6	-0.556	-0.5431	мер
7	0.668	0.6991	мер
8	-0.16	-0.1412	мер
9	-1.08	-1.0748	мер
10	-0.875	-0.8668	мер
11	-0.061	-0.0407	мер
12	0.88	0.9143	мер
13	-0.151	-0.1320	мер
14	0.713	0.7448	мер
15	0.163	0.1866	мер
16	0.924	0.9589	мер
17	0.01	0.0314	мер
18	-1.303	-1.3012	мер
19	-0.162	-0.1432	мер
20	1.438	1.4806	мер
21	-0.517	-0.5035	мер
22	2.871	2.9349	дю
23	0.657	0.6880	мер
24	0.913	0.9478	мер
25	-1.155	-1.1510	мер
26	-0.383	-0.3675	мер
27	-0.298	-0.2812	мер
28	1.33	1.3710	мер
29	-0.478	-0.4639	мер
30	-0.048	-0.0275	мер
31	-1.161	-1.1570	мер
32	-1.025	-1.0190	мер
33	-0.201	-0.1828	мер
34	-0.159	-0.1402	мер
35	1.456	1.4988	мер
36	0.909	0.9437	мер
37	0.788	0.8209	мер
38	0.634	0.6646	мер
39	-1.161	-1.1570	мер
40	-1.89	-1.8969	мер
41	-2.031	-2.0400	дю
42	-0.555	-0.5420	мер
43	0.554	0.5834	мер
44	-0.09	-0.0701	мер
45	0.263	0.2881	мер
46	-2.448	-2.4632	дю
47	0.017	0.0385	мер
48	2.003	2.0540	дю
49	0.973	1.0087	мер
50	0.963	0.9985	мер
51	1.147	1.1852	мер
52	-0.015	0.0060	мер
53	1.634	1.6795	мер
54	0.018	0.0395	мер
55	-0.012	0.0090	мер
56	-0.509	-0.4954	мер
57	-0.948	-0.9409	мер
58	-1.005	-0.9987	мер
59	0.203	0.2272	мер
60	1.816	1.8642	мер
61	0.879	0.9133	мер
62	0.167	0.1907	мер
63	0.191	0.2150	мер
64	1.072	1.1091	мер
65	1.221	1.2603	мер
66	0.487	0.5154	мер
67	-0.758	-0.7481	мер
68	-0.896	-0.8881	мер
69	-1.71	-1.7142	мер
70	1.385	1.4268	мер
71	-2.17	-2.1810	дю
72	0.869	0.9031	мер
73	1.277	1.3172	мер
74	0.334	0.3602	мер
75	-0.875	-0.8668	мер
76	0.33	0.3561	мер
77	-0.079	-0.0590	мер
78	-0.74	-0.7298	мер
79	-0.812	-0.8029	мер
80	0.502	0.5307	мер
81	0.423	0.4505	мер
82	0.257	0.2820	мер
83	-0.53	-0.5167	мер
84	0.668	0.6991	мер
85	-0.97	-0.9632	мер
86	1.28	1.3202	мер
87	0.224	0.2485	мер
88	-0.683	-0.6719	мер
89	-1.758	-1.7629	мер
90	-0.874	-0.8658	мер
91	-0.726	-0.7156	мер
92	-0.541	-0.5278	мер
93	-0.417	-0.4020	мер
94	-0.157	-0.1381	мер
95	0.119	0.1420	мер
96	-0.294	-0.2772	мер
97	-0.972	-0.9652	мер
98	-0.543	-0.5299	мер
99	1.561	1.6054	мер
100	0.624	0.6545	мер
101	-0.434	-0.4192	мер
102	-0.005	0.0161	мер
103	0.284	0.3094	мер
104	0.336	0.3622	мер
105	-0.003	0.0182	мер
106	-0.125	-0.1057	мер
107	0.341	0.3673	мер
108	-0.644	-0.6324	мер
109	0.383	0.4099	мер
110	0.171	0.1947	мер
111	1.231	1.2705	мер
112	-2.986	-3.0092	дю
113	-0.422	-0.4071	мер
114	-1.144	-1.1398	мер
115	-0.674	-0.6628	мер
116	-0.585	-0.5725	мер
117	0.396	0.4231	мер
118	-0.059	-0.0387	мер
119	0.598	0.6281	мер
120	-0.615	-0.6029	мер
121	0.345	0.3713	мер
122	-0.215	-0.1970	мер
123	-1.285	-1.2829	мер
124	0.065	0.0872	мер
125	0.035	0.0567	мер
126	0.006	0.0273	мер
127	1.452	1.4948	мер
128	-0.563	-0.5502	мер
129	0.578	0.6078	мер
130	1.078	1.1152	мер
131	1.531	1.5750	мер
132	0.261	0.2861	мер
133	-0.219	-0.2010	мер
134	0.732	0.7641	мер
135	-0.303	-0.2863	мер
136	0.852	0.8859	мер
137	0.059	0.0811	мер
138	0.358	0.3845	мер
139	0.224	0.2485	мер
140	2.082	2.1341	дю
141	1.591	1.6358	мер
142	0.491	0.5195	мер
143	-0.125	-0.1057	мер
144	0.619	0.6494	мер
145	-1.487	-1.4879	мер
146	-1.499	-1.5001	мер
147	0.823	0.8564	мер
148	0.476	0.5043	мер
149	0.421	0.4485	мер
150	-1.176	-1.1723	мер
151	-0.559	-0.5461	мер
152	0.94	0.9752	мер
153	-2.888	-2.9097	дю
154	-0.034	-0.0133	мер
155	1.277	1.3172	мер
156	0.738	0.7702	мер
157	-0.011	0.0100	мер
158	-1.473	-1.4737	мер
159	-0.266	-0.2487	мер
160	1.19	1.2289	мер
161	-0.726	-0.7156	мер
162	1.65	1.6957	мер
163	-0.916	-0.9084	мер
164	0.195	0.2191	мер
165	0.042	0.0638	мер
166	-0.002	0.0192	мер
167	0.018	0.0395	мер
168	-0.013	0.0080	мер
169	-0.356	-0.3401	мер
170	-0.292	-0.2751	мер
171	-1.377	-1.3763	мер
172	0.887	0.9214	мер
173	2.204	2.2580	дю
174	2.003	2.0540	дю
175	-0.865	-0.8566	мер
176	0.564	0.5936	мер
177	0.317	0.3429	мер
178	-0.614	-0.6019	мер
179	0.883	0.9173	мер
180	1.161	1.1995	мер
181	-1.947	-1.9547	мер
182	-0.114	-0.0945	мер
183	-2.105	-2.1151	дю
184	1.312	1.3527	мер
185	0.083	0.1054	мер
186	0.212	0.2364	мер
187	-0.956	-0.9490	мер
188	0.059	0.0811	мер
189	0.24	0.2648	мер
190	-2.674	-2.6925	дю
191	-0.434	-0.4192	мер
192	0.697	0.7286	мер
193	-0.967	-0.9602	мер
194	0.361	0.3876	мер
195	-1.238	-1.2352	мер
196	0.505	0.5337	мер
197	-0.026	-0.0052	мер
198	1.406	1.4481	мер
199	1.532	1.5760	мер
200	0.524	0.5530	мер
201	1.179	1.2177	мер
202	1.056	1.0929	мер
203	-2.138	-2.1486	дю
204	-1.407	-1.4067	мер
205	-0.075	-0.0549	мер
206	-0.596	-0.5836	мер
207	0.437	0.4647	мер
208	-0.085	-0.0651	мер
209	-0.143	-0.1239	мер
210	-0.338	-0.3218	мер
211	-0.927	-0.9196	мер
212	1.88	1.9291	мер
213	1.594	1.6389	мер
214	-0.638	-0.6263	мер
215	-0.417	-0.4020	мер
216	1.284	1.3243	мер
217	-0.071	-0.0508	мер
218	0.034	0.0557	мер
219	-2.485	-2.5007	дю
220	0.167	0.1907	мер
221	-2.197	-2.2084	дю
222	0.459	0.4870	мер
223	-0.679	-0.6679	мер
224	1.187	1.2258	мер
225	0.19	0.2140	мер
226	-0.23	-0.2122	мер
227	2.504	2.5624	дю
228	1.538	1.5821	мер
229	-2.768	-2.7879	дю
230	0.675	0.7062	мер
231	-0.628	-0.6161	мер
232	0.975	1.0107	мер
233	-1.323	-1.3215	мер
234	-0.144	-0.1249	мер
235	0.197	0.2211	мер
236	1.495	1.5384	мер
237	-1.254	-1.2514	мер
238	0.908	0.9427	мер
239	-1.347	-1.3458	мер
240	1.1	1.1376	мер
241	-0.387	-0.3715	мер
242	0.181	0.2049	мер
243	0.35	0.3764	мер
244	-0.004	0.0171	мер
245	0.409	0.4363	мер
246	-0.852	-0.8435	мер
247	0.293	0.3186	мер
248	0.435	0.4627	мер
249	-0.212	-0.1939	мер
250	1.404	1.4461	мер
251	-0.246	-0.2284	мер
252	0.466	0.4941	мер
253	1.356	1.3974	мер
254	-0.12	-0.1006	мер
255	-0.671	-0.6598	мер
256	-1.192	-1.1885	мер
257	1.29	1.3304	мер
258	0.853	0.8869	мер
259	-0.068	-0.0478	мер
260	0.603	0.6332	мер
261	-3.028	-3.0518	дю
262	0.637	0.6677	мер
263	-0.309	-0.2924	мер
264	-0.766	-0.7562	мер
265	-0.19	-0.1716	мер
266	-2.714	-2.7331	дю
267	-1.113	-1.1083	мер
268	-2.043	-2.0521	дю
269	-1.72	-1.7243	мер
270	-1.314	-1.3123	мер
271	1.597	1.6419	мер
272	-1.285	-1.2829	мер
273	0.26	0.2851	мер
274	-1.188	-1.1844	мер
275	0.58	0.6098	мер
276	0.062	0.0841	мер
277	0.406	0.4332	мер
278	-1.872	-1.8786	мер
279	-0.274	-0.2569	мер
280	-0.205	-0.1868	мер
281	-0.172	-0.1533	мер
282	-0.908	-0.9003	мер
283	-0.047	-0.0265	мер
284	-0.415	-0.4000	мер
285	1.427	1.4694	мер
286	-0.093	-0.0732	мер
287	1.108	1.1457	мер
288	1.076	1.1132	мер
289	1.387	1.4288	мер
290	-1.325	-1.3235	мер
291	-1.215	-1.2118	мер
292	1.084	1.1213	мер
293	1.773	1.8206	мер
294	-1.452	-1.4524	мер
295	0.633	0.6636	мер
296	0.185	0.2090	мер
297	-0.428	-0.4132	мер
298	-0.753	-0.7430	мер
299	0.189	0.2130	мер
300	0.506	0.5347	мер
301	-0.033	-0.0123	мер
302	-0.471	-0.4568	мер
303	0.196	0.2201	мер
304	0.676	0.7073	мер
305	0.437	0.4647	мер
306	0.793	0.8260	мер
307	-0.23	-0.2122	мер
308	1.892	1.9413	мер
309	-1.171	-1.1672	мер
310	-0.279	-0.2619	мер
311	1.389	1.4308	мер
312	-0.951	-0.9439	мер
313	-2.028	-2.0369	дю
314	-1.73	-1.7345	мер
315	-0.067	-0.0468	мер
316	-1.113	-1.1083	мер
317	0.777	0.8098	мер
318	0.234	0.2587	мер
319	-0.529	-0.5157	мер
320	0.477	0.5053	мер
321	-1.288	-1.2859	мер
322	1.357	1.3984	мер
323	0.925	0.9600	мер
324	1.471	1.5141	мер
325	0.681	0.7123	мер
326	-0.74	-0.7298	мер
327	-0.063	-0.0427	мер
328	0.321	0.3470	мер
329	-0.646	-0.6344	мер
330	-0.067	-0.0468	мер
331	1.602	1.6470	мер
332	0.479	0.5073	мер
333	0.417	0.4444	мер
334	0.472	0.5002	мер
335	-1.038	-1.0322	мер
336	1.189	1.2279	мер
337	-0.367	-0.3512	мер
338	-1.036	-1.0302	мер
339	-0.773	-0.7633	мер
340	-0.542	-0.5288	мер
341	-0.349	-0.3330	мер
342	1.103	1.1406	мер
343	-0.284	-0.2670	мер
344	1.064	1.1010	мер
345	0.486	0.5144	мер
346	-0.888	-0.8800	мер
347	1.837	1.8855	мер
348	-0.481	-0.4669	мер
349	-0.798	-0.7886	мер
350	1.374	1.4156	мер
351	-0.243	-0.2254	мер
352	0.734	0.7661	мер
353	-0.043	-0.0224	мер
354	-0.136	-0.1168	мер
355	-0.821	-0.8120	мер
356	-0.213	-0.1950	мер
357	0.18	0.2039	мер
358	0.158	0.1816	мер
359	2.154	2.2072	дю
360	0.856	0.8899	мер
361	0.302	0.3277	мер
362	0.71	0.7418	мер
363	-0.024	-0.0031	мер
364	0.226	0.2506	мер
365	-0.201	-0.1828	мер
366	-0.432	-0.4172	мер
367	-2.265	-2.2774	дю
368	0.285	0.3104	мер
369	0.31	0.3358	мер
370	0.945	0.9802	мер
371	1.098	1.1355	мер
372	-0.701	-0.6902	мер
373	-1.929	-1.9365	мер
374	2.453	2.5107	дю
375	1.725	1.7718	мер
376	0.446	0.4738	мер
377	1.024	1.0604	мер
378	0.07	0.0922	мер
379	0.209	0.2333	мер
380	-0.121	-0.1016	мер
381	-1.352	-1.3509	мер
382	0.101	0.1237	мер
383	2.634	2.6943	дю
384	0.574	0.6037	мер
385	-1.194	-1.1905	мер
386	1.372	1.4136	мер
387	-0.95	-0.9429	мер
388	0.27	0.2952	мер
389	-0.65	-0.6385	мер
390	-0.318	-0.3015	мер
391	-0.614	-0.6019	мер
392	-0.892	-0.8840	мер
393	1.02	1.0564	мер
394	-0.475	-0.4609	мер
395	-1.172	-1.1682	мер
396	0.464	0.4921	мер
397	0.18	0.2039	мер
398	1.388	1.4298	мер
399	-0.396	-0.3807	мер
400	1.265	1.3050	мер
401	0.642	0.6727	мер
402	-2.327	-2.3404	дю
403	2.647	2.7075	дю
404	0.488	0.5165	мер
405	-0.879	-0.8709	мер
406	1.194	1.2329	мер
407	-0.509	-0.4954	мер
408	-0.411	-0.3959	мер
409	-2.753	-2.7727	дю
410	0.618	0.6484	мер
411	0.198	0.2221	мер
412	0.316	0.3419	мер
413	-0.611	-0.5989	мер
414	0.948	0.9833	мер
415	0.559	0.5885	мер
416	-2.183	-2.1942	дю
417	-0.008	0.0131	мер
418	-0.359	-0.3431	мер
419	2.015	2.0661	дю
420	1.212	1.2512	мер
421	-0.146	-0.1270	мер
422	-0.016	0.0050	мер
423	-0.37	-0.3543	мер
424	-1.237	-1.2342	мер
425	0.188	0.2120	мер
426	0.277	0.3023	мер
427	-0.185	-0.1665	мер
428	0.76	0.7925	мер
429	-1.136	-1.1317	мер
430	0.739	0.7712	мер
431	-1.047	-1.0413	мер
432	0.464	0.4921	мер
433	1.147	1.1852	мер
434	1.238	1.2776	мер
435	-0.668	-0.6567	мер
436	0.015	0.0364	мер
437	0.807	0.8402	мер
438	0.034	0.0557	мер
439	0.373	0.3997	мер
440	-1.523	-1.5244	мер
441	-1.17	-1.1662	мер
442	-0.173	-0.1544	мер
443	0.524	0.5530	мер
444	-1.522	-1.5234	мер
445	1.139	1.1771	мер
446	-0.458	-0.4436	мер
447	-1.664	-1.6675	мер
448	0.475	0.5033	мер
449	0.389	0.4160	мер
450	0.653	0.6839	мер
451	0.026	0.0476	мер
452	0.42	0.4474	мер
453	-0.715	-0.7044	мер
454	-0.423	-0.4081	мер
455	1.309	1.3497	мер
456	-1.096	-1.0911	мер
457	-0.3	-0.2833	мер
458	0.091	0.1136	мер
459	-0.419	-0.4040	мер
460	0.057	0.0791	мер
461	-0.232	-0.2142	мер
462	-0.022	-0.0011	мер
463	1.023	1.0594	мер
464	-1.084	-1.0789	мер
465	-1.225	-1.2220	мер
466	1.537	1.5810	мер
467	-0.718	-0.7075	мер
468	0.195	0.2191	мер
469	-0.539	-0.5258	мер
470	-0.569	-0.5562	мер
471	0.721	0.7529	мер
472	-0.657	-0.6456	мер
473	-0.817	-0.8079	мер
474	0.673	0.7042	мер
475	0.145	0.1684	мер
476	-3.021	-3.0447	дю
477	0.797	0.8300	мер
478	0.356	0.3825	мер
479	2.22	2.2742	дю
480	-0.448	-0.4334	мер
481	0.738	0.7702	мер
482	-0.222	-0.2041	мер
483	-0.338	-0.3218	мер
484	-0.373	-0.3573	мер
485	-0.468	-0.4537	мер
486	-0.594	-0.5816	мер
487	-0.256	-0.2386	мер
488	0.258	0.2830	мер
489	0.242	0.2668	мер
490	-0.145	-0.1259	мер
491	-1.188	-1.1844	мер
492	-2.08	-2.0897	дю
493	0.09	0.1125	мер
494	1.35	1.3913	мер
495	-0.79	-0.7805	мер
496	0.993	1.0290	мер
497	-0.479	-0.4649	мер
498	-0.821	-0.8120	мер
499	0.642	0.6727	мер
500	0.37	0.3967	мер
501	-2.058	-2.0674	дю
502	-0.57	-0.5573	мер
503	-0.37	-0.3543	мер
504	-1.716	-1.7203	мер
505	0.35	0.3764	мер
506	1.022	1.0584	мер
507	1.307	1.3476	мер
508	1.267	1.3070	мер
509	0.033	0.0547	мер
510	0.819	0.8524	мер
511	-1.291	-1.2890	мер
512	1.597	1.6419	мер
513	1.065	1.1020	мер
514	0.122	0.1450	мер
515	0.68	0.7113	мер
516	-0.474	-0.4598	мер
517	-0.45	-0.4355	мер
518	1.557	1.6013	мер
519	-1.353	-1.3519	мер
520	-0.433	-0.4182	мер
521	-0.057	-0.0366	мер
522	1.26	1.2999	мер
523	-0.789	-0.7795	мер
524	0.484	0.5124	мер
525	1.062	1.0990	мер
526	-0.481	-0.4669	мер
527	-0.13	-0.1107	мер
528	0.136	0.1592	мер
529	0.812	0.8453	мер
530	0.347	0.3734	мер
531	-0.473	-0.4588	мер
532	-0.071	-0.0508	мер
533	-2.236	-2.2480	дю
534	2.098	2.1504	дю
535	0.583	0.6129	мер
536	-0.913	-0.9054	мер
537	-0.604	-0.5918	мер
538	-0.801	-0.7917	мер
539	0.399	0.4261	мер
540	-0.947	-0.9399	мер
541	0.861	0.8950	мер
542	-1.239	-1.2362	мер
543	-0.241	-0.2234	мер
544	-0.258	-0.2406	мер
545	-1.576	-1.5782	мер
546	0.36	0.3866	мер
547	1.233	1.2725	мер
548	0.099	0.1217	мер
549	0.006	0.0273	мер
550	0.166	0.1897	мер
551	0.895	0.9295	мер
552	0.974	1.0097	мер
553	-0.801	-0.7917	мер
554	1.433	1.4755	мер
555	-0.373	-0.3573	мер
556	-2.092	-2.1019	дю
557	1.377	1.4187	мер
558	-0.356	-0.3401	мер
559	0.6	0.6301	мер
560	1.443	1.4856	мер
561	-0.534	-0.5207	мер
562	0.208	0.2323	мер
563	-0.754	-0.7440	мер
564	-1.241	-1.2382	мер
565	0.994	1.0300	мер
566	-0.539	-0.5258	мер
567	-1.352	-1.3509	мер
568	0.225	0.2496	мер
569	0.304	0.3297	мер
570	2.293	2.3483	дю
571	0.172	0.1958	мер
572	-0.026	-0.0052	мер
573	0.586	0.6159	мер
