Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
-0.459,-0.275,0.567,0.041,0.054,-0.965,2.009,1.367,0.719,0.11,2.483,2.005,0.621,0.306,-0.044,0.508,-0.377,-1.366,0.272,-0.929,-0.257,0.782,2.179,-0.126,0.848,-0.608,0.325,0.77,-0.336,0.949,-0.853,0.996,-0.646,-0.269,0.329,-0.089,0.411,-1.118,0.227,-0.606,0.391,-1.546,1.478,0.279,0.877,1.633,-0.088,0.484,-0.012,0.266,-0.734,0.854,-0.657,-0.593,-0.136,-0.57,-0.624,0.458,-0.894,-1.25,0.354,0.628,0.313,-1.174,-1.265,1.806,-0.348,-1.838,-1.974,-0.368,0.982,0.19,-0.294,1.644,0.689,-0.474,-0.034,-0.471,0.108,0.7,0.783,0.314,1.182,-0.298,1.75,-0.472,0.17,-0.125,-0.416,-1.361,1.423,2.053,0.681,1.022,1.007,-0.531,-1.017,1.958,-1.164,1.22
1.083,-0.812,-0.751,0.359,0.101,-1.059,-0.583,-0.27,1.886,0.338,2.105,0.404,0.899,-2.299,-0.013,0.013,-0.405,-0.453,-0.438,0.151,-0.427,-0.454,0.614,2.146,-0.635,0.171,-1.222,0.592,-0.049,0.12,1.454,-1.089,-1.132,0.484,1.343,0.478,0.371,0.009,-1.066,0.01,1.593,1.501,0.138,-0.527,-1.142,0.113,0.617,-0.562,1.263,1.171,-0.471,-0.067,1.672,-0.272,0.731,-0.252,-0.199,2.716,0.514,0.873,-0.269,-2.521,-2.117,-0.186,0.392,1.975,-0.247,0.717,-1.039,-1.045,-0.651,0.348,-0.288,-0.858,1.96,0.581,-0.478,0.87,0.238,0.328,-0.09,0.405,2.417,1.078,0.266,0.642,0.033,-0.08,2.188,2.436,-1.874,0.959,-0.906,-0.443,0.006,1.203,-0.123,0.735,-0.869,-0.949
0.675,-0.526,-0.17,-0.512,-1.66,-1.583,-0.414,0.764,0.721,0.168,1.572,-0.439,1.237,0.424,-0.59,1.075,0.362,0.837,-0.175,-2.022,0.971,-0.722,0.613,0.977,0.149,-1.471,-0.656,0.001,0.016,-0.242,-1.175,0.639,0.627,0.914,-0.608,1.692,0.571,-1.274,-0.548,-0.442,0.4,0.313,-2.316,-0.225,0.038,1.495,-0.42,1.067,-0.533,-2.956,0.355,-0.802,0.806,-1.321,0.61,0.271,0.581,-0.956,1.773,0.249,-0.183,-0.076,-1.995,0.53,1.644,-0.882,-1.055,0.793,1.15,2.241,-0.674,-0.377,-0.093,-0.444,0.571,1.303,0.486,1.32,1.366,0.96,2.084,1.27,-0.421,-0.89,0.972,0.063,-0.053,1.438,1.16,0.18,0.282,1.628,-1.292,0.942,-0.19,0.357,-1.747,1.764,0.164,0.878
-0.688,0.76,-0.653,0.927,-1.135,1.031,0.62,1.921,-0.295,0.062,-0.961,-0.403,-0.048,-1.14,-0.435,0.242,-0.49,-1.301,1.473,-0.196,-0.13,-0.848,1.161,1.281,-0.101,-1.198,-1.11,1.636,1.211,0.058,0.482,-1.597,-0.521,-0.74,0.737,0.394,0.569,-1.06,-1.68,0.353,-3.098,-1.699,0.041,-0.202,0.12,-0.057,-1.243,-1.136,-2.708,-0.382,-0.879,-0.454,0.063,-0.869,-0.084,-2.249,0.271,-1.261,0.287,-0.512,-0.349,0.336,0.137,-0.534,-0.412,0.199,-0.403,0.808,1.073,-0.518,-1.509,-0.143,0.316,-0.673,0.364,-0.638,-2.106,-0.844,-0.135,1.28,0.781,0.819,1.114,-0.781,0.262,1.286,-0.287,0.033,0.815,-2.017,1.18,1.649,0.916,0.553,-0.496,-1.69,1.012,-2.259,2.488,0.578
-0.595,-0.679,0.337,-1.198,-1.227,-1.2,-1.505,1.222,0.124,1.635,-0.105,-1.769,-0.269,3.865,1.289,-0.063,-0.403,1.518,-2.015,-1.706,0.138,0.042,0.236,2.219,-0.087,0.648,0.625,0.55,-0.363,-0.428,-0.815,-0.661,0.81,-0.387,1.667,0.17,-0.444,-2.093,-0.635,-0.214,-1.199,-0.036,-1.541,0.43,1.019,-1.844,-0.348,-1.036,-1.511,-1.464,1.179,-0.294,-1.146,0.16,0.945,-0.633,0.231,0.566,1.346,1.828,-1.579,0.911,0.424,0.458,-0.961,-0.37,1.611,-1.237,-1.361,1.808,-0.355,-0.653,-1.498,-1.565,-0.381,2.084,-0.136,0.946,0.462,0.077,0.384,0.13,0.733,0.731,-0.338,-0.51,1.365,-0.277,-1.68,-1.336,-0.069,0.644,-0.867,-0.675,-1.799,1.205,0.181,-0.496,1.614,-0.776
0.222,0.144,-0.178,1.166,1.054,0.658,-0.853,0.468,0.229,1.356,0.806,1.747,1.834,0.476,-0.918,-0.213,0.252,0.348,-1.198,-0.553,0.175,-0.456,-0.225,1.066,-2.327,0.018,0.966,1.172,-0.4,1.462,0.984,-0.816,-0.561,0.191,-1.709,0.813,-1.283,-0.118,-1.011,0.178,-0.409,1.789,1.203,-0.122,-1.965,-1.063,0.918,0.877,0.944,-0.331,1.317,1.69,0.202,-0.198,-0.724,-1.253,1.398,0.844,0.38,0.279,-0.635,0.859,1.124,-0.683,0.999,0.885,0.971,-1.525,-0.511,-0.768,-1.309,-1.297,0.209,0.706,-0.215,0.145,0.489,-0.326,-0.819,0.424,1.058,0.683,-1.078,-1.078,1.837,1.533,-0.615,1.472,-0.41,-2.431,-0.848,-0.217,0.565,-0.167,-2.001,-0.87,-2.806,1.054,1.641,-0.858
0.079,-1.364,-0.536,-0.704,-0.463,1.669,-0.639,0.403,0.653,0.031,-0.347,0.095,0.015,-0.269,-0.041,0.235,-1.195,-0.602,0.232,0.294,-0.685,0.709,-0.539,1.616,-0.11,0.863,0.195,0.536,-0.474,-0.25,1.089,1.279,-1.233,0.297,-1.32,-1.177,-0.041,0.102,-0.723,-0.253,-1.228,-0.16,2.006,1.592,-1.187,1.04,0.088,-0.416,-0.55,-0.816,-0.747,1.61,0.837,1.249,-1.919,0.93,-1.044,-0.435,0.175,-1.903,-0.094,0.178,0.507,-0.948,-0.785,1.575,-0.097,-0.093,0.271,-1.704,0.347,-0.494,2.874,-0.811,0.744,0.282,-0.261,-0.406,0.968,-1.085,1.374,2.062,0.288,1.057,1.547,1.024,-0.796,0.363,-1.524,0.159,-0.814,-1.233,-0.319,2.256,-0.167,0.653,0.523,0.809,0.385,-1.825
-1.121,0.329,-1.374,-0.419,-0.186,0.778,1.252,-1.166,-1.113,-0.945,-2.562,0.205,-0.3,0.714,0.766,0.278,0.565,0.552,-1.053,1.465,-1.037,-0.044,-1.079,1.16,0.39,0.471,-0.129,0.884,-0.358,0.192,-0.918,0.318,0.851,-1.153,0.125,0.345,1.976,-0.16,-0.015,0.859,0.436,0.896,0.117,0.138,1.748,0.559,-0.991,-0.373,-0.24,-0.291,0.047,-2.051,0.614,0.352,1.374,0.756,2.513,0.726,-1.461,0.323,-0.517,0.281,-0.279,-0.455,0.271,0.501,0.152,-0.244,1.238,-1.106,-1.837,-0.193,-0.501,1.006,-0.933,1.457,0.177,-0.158,-0.078,-0.85,0.602,-0.956,0.791,-2.036,0.577,2.724,-0.732,-1.163,-0.02,0.31,0.46,-0.639,-0.414,0.231,0.447,0.913,-0.9,-0.657,0.394,-0.602
0.084,0.891,-0.927,-0.796,0.952,0.067,2.217,-0.18,1.365,-1.637,0.481,-0.596,-0.769,0.04,1.301,-0.312,0.667,0.836,0.584,0.836,-1.178,-0.431,0.042,0.365,0.401,-0.56,1.438,-1.726,0.906,-1.001,0.007,-0.68,-0.576,0.651,0.126,1.681,-0.839,1.174,-0.871,0.514,0.622,-0.166,0.3,0.349,-0.056,-1.283,1.363,-0.982,0.084,1.189,1.173,-0.8,1.14,-0.432,1.483,1.083,0.227,-0.816,1.657,0.416,-0.632,0.779,-1.128,-0.33,0.721,-1.812,1.474,1.067,1.954,-1.454,0.574,1.748,-1.067,-0.692,-0.111,0.134,-0.49,-1.412,-0.315,-1.231,0.264,1.185,0.697,1.238,-1.264,1.431,1.228,0.171,1.529,0.892,-1.041,0.918,-0.815,-0.682,0.496,1.065,-0.314,-0.799,-0.184,-0.796
-0.046,0.109,-0.66,-0.811,0.449,-0.09,-1.76,-0.994,-0.067,2.336,1.418,-0.866,-0.13,0.148,0.91,1.686,0.497,0.84,0.801,0.34,-1.357,-1.183,2.748,-0.406,1.913,0.604,-0.078,0.908,0.265,-1.362,1.808,0.689,-0.387,1.891,0.198,0.091,0.432,0.412,-0.566,0.212,-0.456,0.245,0.83,-1.741,0.106,0.191,-0.122,-1.074,-0.774,-0.554,0.951,0.294,0.892,-0.558,0.474,0.207,0.059,-1.161,0.097,-0.404,0.959,-0.279,0.759,-0.855,-0.669,-1.164,0.817,-0.683,1.154,1.878,-1.804,0.966,0.718,-1.053,1.024,0.069,-0.511,-0.113,-0.66,-1.591,1.516,-0.558,1.282,0.094,-0.086,0.83,-0.176,-0.297,-0.392,-1.052,-0.155,-0.811,2.009,1.413,1.029,0.619,-0.733,-1.187,-0.511,-0.139
1.425,0.204,0.27,-0.735,1.551,-0.631,-0.27,0.265,-1.579,-0.527,0.479,-0.013,-0.405,0.221,-0.536,-0.914,0.632,1.037,-0.138,0.39,-0.706,-0.168,0.066,-0.258,1.323,-0.239,2.188,-1.184,-0.166,-0.265,-0.29,0.11,-1.488,-1.133,0.15,1.995,0.772,-0.113,-1.907,0.626,0.481,-0.225,-1.42,0.054,-0.805,-1.049,-0.471,-0.104,-0.631,0.672,-1.162,0.649,-0.374,-1.017,-0.356,0.539,0.309,-1.869,-1.227,-1.512,-0.738,-0.211,0.186,0.215,-1.343,0.855,1.137,0.318,0.421,-1.654,-0.563,-0.368,-0.293,-0.201,0.861,-0.103,-0.018,-0.571,0.628,0.058,-1.985,-0.061,-0.292,-0.383,0.901,-0.446,0.71,0.098,-1.166,1.063,0.363,1.218,-1.629,-0.365,-0.963,-0.324,0.891,0.013,-1.371,0.356
0.907,-0.795,0.463,0.872,-0.954,-1.289,-1.602,-1.59,-0.034,1.996,-0.067,0.967,-1.246,-0.427,2.072,-0.978,-1.771,-0.691,1.964,-0.631,0.339,-0.156,0.431,0.838,0.07,-1.969,-0.685,-0.511,0.251,-1.701,0.05,-1.911,-0.091,-0.48,-1.019,-0.814,1.003,0.739,-0.702,0.574,0.3,1.667,-0.551,2.864,0.102,0.386,0.6,-2.845,1.401,0.176,2.223,-0.546,-0.509,-1.522,-1.185,0.263,-0.611,0.401,-0.443,2.012,0.182,-1.215,-0.076,1.17,2.361,1.095,-1.848,0.464,-0.153,-1.615,0.075,0.318,0.46,-0.476,-0.746,-0.956,1.367,-0.311,-0.213,0.827,1.777,0.602,1.543,-0.386,0.034,0.593,0.864,0.423,1.319,-1.712,0.661,0.481,-1.007,-1.228,-1.2,0.096,0.941,-0.586,0.487,-0.679
-0.709,-0.127,0.399,-0.924,0.54,0.4,-0.309,-0.465,0.853,-0.687,-0.24,1.106,-0.534,0.516,0.41,0.796,-0.629,0.578,1.163,-1.331,1.55,-0.207,-0.764,1.228,0.149,0.937,-1.733,0.411,-0.167,-0.49,0.706,0.081,-0.329,0.001,1.506,0.092,-0.411,-0.596,-0.278,-1.158,-0.948,1.137,-1.327,-1.231,-1.589,-0.921,-0.642,-1.442,0.064,0.944,1.245,-1.672,0.735,0.764,-0.452,-0.197,-0.466,0.308,-0.298,-0.994,1.877,1.226,0.178,0.106,-0.163,-0.974,-0.163,-0.517,0.086,-0.166,0.574,-0.565,-0.015,-0.882,0.624,0.923,-0.273,-0.188,0.632,-0.261,-0.217,-0.017,-1.121,-0.495,0.314,-0.843,0.623,-0.236,-0.378,1.36,-1.021,0.049,-0.625,0.029,1.288,1.106,1.012,0.263,-1.336,-1.171
2.023,-0.663,-0.302,-1.538,0.35,0.098,1.231,1.125,0.94,-1.276,-3.078,-1.039,-0.208,1.952,0.267,-0.142,-0.509,0.478,-1.042,0.102,-0.67,-1.251,0.405,0.289,0.569,-0.085,-0.088,-0.832,-1.2,-1.017,-0.475,-0.641,-0.754,1.292,-0.808,0.416,-0.127,-0.317,-0.281,0.78,0.275,0.187,-0.298,-0.828,-0.775,1.414,-0.155,-1.763,1.175,-1.307,-0.569,0.764,-1.032,0.703,0.736,1.195,0.591,0.553,-0.379,0.46,-0.126,1.808,0.978,0.88,-2.432,1.652,-0.716,1.555,1.858,1.177,1.596,-1.272,0.507,-0.881,-0.541,0.034,-0.49,-0.564,0.078,1.307,0.308,-0.217,-0.65,0.635,0.646,0.28,1.449,1.32,-1.016,-1.534,0.941,-0.701,-0.12,0.762,-1.719,0.428,0.348,1.084,0.258,-0.294
-0.307,-1.234,-0.461,0.297,1.602,-0.33,0.508,-0.508,-0.639,-0.506,-0.861,-1.12,0.213,-1.444,2.327,-1.046,-0.956,1.207,2.498,2.967,-0.682,-1.017,1.252,-1.032,-0.622,-0.396,0.996,-0.529,0.05,-0.996,0.282,-1.056,0.981,-1.4,1.012,-0.183,0.754,1.11,-0.081,-0.929,-1.025,0.836,0.986,-0.965,0.711,-0.283,0.695,-2.201,0.122,-0.512,-1.705,0.624,-0.055,1.315,2.095,1.216,0.401,0.75,0.565,-0.492,0.394,2.573,0.301,-0.589,-0.119,0.706,-1.232,1.722,0.302,0.668,-1.088,-1.04,-0.38,-1.52,2.172,-0.507,-1.265,-0.547,-0.669,1.178,-0.935,0.562,1.572,-2.124,0.078,0.407,0.037,-0.808,-0.112,-0.049,1.153,-0.201,1.772,-0.195,0.053,1.601,1.313,0.026,0.38,0.904
0.176,-0.339,-1.515,-0.556,-0.309,-0.951,0.171,-0.512,2.011,0.142,0.633,2.215,-0.312,0.502,-0.966,-1.62,0.432,-0.735,0.355,-0.674,-0.072,-1.265,1.223,-0.233,1.584,-0.048,1.758,-1.08,1.486,2.63,0.801,-1.21,-0.318,1.369,0.324,0.166,0.965,0.754,1.053,0.379,0.177,-2.16,-0.961,0.996,-0.371,-1.365,0.117,1.391,-0.63,1.043,-0.562,-1.391,1.331,-0.164,0.933,-0.44,-0.81,0.434,0.786,-0.39,-1.175,-0.982,-0.583,-0.738,-2.092,1.174,1.035,-1.175,-0.458,0.235,-0.341,1.196,-0.122,-0.327,1.304,-0.38,0.506,0.006,-0.387,-0.842,1.087,1.335,0.181,-1.07,1.3,1.194,1.748,0.775,0.232,-0.543,-2.429,0.531,0.148,-0.217,-1.132,0.827,2.847,0.613,-0.989,1.123
-0.232,-0.765,-1.437,0.259,0.193,-0.052,1.593,-0.393,0.192,-1.381,-0.477,-0.751,0.666,0.738,-0.508,-1.153,0.421,-0.494,0.582,0.853,0.359,0.076,-0.937,0.192,0.683,0.734,1.02,-0.166,0.74,1.779,-0.269,0.921,-1.6,-0.473,-1.468,-0.238,0.082,0.095,-0.969,-0.745,0.203,0.37,0.261,-0.641,-1.054,0.154,-0.409,0.398,0.896,-0.731,0.975,-0.707,-1.063,-0.101,0.091,0.909,1.384,0.815,-1.327,0.428,-0.079,0.38,0.75,-1.14,0.678,0.955,-0.557,0.243,2.241,0.131,-1.312,-0.651,-0.07,-1.322,0.104,-0.981,0.096,0.898,0.428,-2.698,0.357,0.588,-0.078,0.445,-0.603,-0.474,0.37,1.702,1.26,-0.33,0.561,-1.257,0.307,-0.793,-1.393,0.654,1.412,-0.753,1.946,-0.091
0.041,-1.432,-0.239,-0.371,2.222,0.651,-1.165,0.432,0.445,-0.025,-0.245,-1.173,0.097,1.515,2.465,1.673,1.286,-0.258,-0.537,0.119,0.874,0.505,-1.325,0.295,0.84,0.47,1.141,1.67,0.466,1.525,1.11,1.006,-0.087,-0.221,0.235,-0.167,2.518,0.715,-0.33,0.126,-0.684,0.524,0.285,-1.587,-0.415,-1.29,0.472,0.836,0.42,-1.15,-0.175,-0.626,1.139,-0.696,-0.754,-1.19,-0.561,-0.701,0.498,-0.553,0.053,-0.323,-0.519,1.411,-0.548,1.257,-0.058,0.326,-0.823,-0.515,0.637,-0.687,-0.607,-0.969,-0.383,-0.375,0.478,1.573,0.518,-0.176,1.872,-0.665,0.492,1.097,1.107,1.336,0.663,0.122,0.194,-1.394,-0.126,0.096,-0.049,-1.208,1.512,2.0,-1.216,1.307,-1.898,-2.129
-1.802,0.233,0.708,0.927,0.735,-1.968,-1.364,1.665,0.139,0.328,-1.358,0.959,-0.276,1.1,-0.253,-1.452,-0.619,-1.025,-1.157,-0.641,-0.748,1.764,0.529,-0.876,-0.663,0.885,0.742,-0.359,-2.057,1.355,0.054,-0.887,-0.251,0.988,0.418,0.205,-0.916,-0.52,-0.97,-0.887,-1.183,-0.419,0.685,-1.016,-0.34,0.157,-0.727,-0.253,-1.198,0.919,-0.452,0.164,0.186,1.369,0.434,-0.898,-1.192,0.35,-0.309,-0.123,0.79,-0.485,-0.772,-1.106,0.731,1.844,0.06,2.163,0.846,0.476,0.388,-0.125,-0.669,-0.207,0.858,-0.494,0.565,-0.493,0.764,0.587,0.763,1.414,0.22,1.319,-0.591,0.339,-1.235,0.26,1.339,-0.404,1.639,-0.129,0.226,-0.067,-0.904,-1.305,0.944,2.181,-1.342,-1.293
-0.27,0.518,-0.167,-0.276,-0.096,-0.726,-0.811,1.694,-0.773,-0.118,0.072,0.656,-0.37,-0.982,0.1,-1.104,0.326,-0.491,0.935,1.507,0.727,2.038,0.659,-1.198,-0.951,0.986,0.227,-1.698,0.558,-0.816,0.061,1.245,-0.429,-0.964,0.28,1.118,-0.562,0.449,0.353,1.202,1.694,0.297,1.073,0.487,-0.144,-0.561,1.087,-0.724,-1.532,-1.435,-1.643,-0.296,-0.103,-0.653,-0.493,1.344,0.29,1.003,0.704,-0.94,-0.536,0.388,-0.733,0.54,-0.802,1.173,0.414,-0.586,-0.238,-1.218,-1.123,-0.172,-1.38,-1.396,0.685,1.138,-0.136,-0.687,0.634,1.216,-1.295,-0.604,0.667,-0.41,-0.176,1.091,0.521,2.626,-0.299,1.621,0.895,-0.358,0.969,-0.209,-0.903,0.6,1.028,-0.666,-1.417,1.07
-0.544,1.959,-0.339,-0.129,1.451,0.6,0.17,0.773,0.484,0.453,-1.76,-0.518,-0.117,0.987,0.646,0.711,-1.134,-0.576,0.239,-2.406,-2.236,-0.898,1.515,-1.42,-0.908,0.816,-0.783,0.521,0.343,-0.962,-0.759,0.092,0.341,-0.483,0.986,0.537,-0.266,0.643,0.251,-0.38,-0.457,-1.184,0.693,1.107,-0.135,-1.238,-0.88,0.868,1.093,-0.175,0.525,0.688,-2.161,-0.161,-0.513,0.37,-0.289,1.972,-1.018,0.437,1.147,1.042,0.96,0.957,0.607,1.3,0.199,-1.745,-0.759,0.742,0.739,-0.082,0.37,-0.127,-0.355,-0.482,0.295,-1.774,1.618,-0.312,-0.105,1.384,-1.333,-2.13,-0.569,-1.405,0.231,1.166,0.665,1.073,-0.052,-1.948,-0.761,2.077,2.113,0.505,1.122,-1.206,-0.802,-1.319
-1.254,-0.24,-1.47,1.301,-0.284,1.143,0.726,0.376,-0.104,-0.488,-0.931,1.162,-0.726,-0.547,-2.124,0.024,2.151,-1.483,-0.127,0.183,2.166,-0.936,0.66,0.612,-0.051,-0.165,0.861,-0.276,-0.278,-1.751,0.628,0.119,-0.715,1.256,2.03,0.254,0.012,-0.309,-0.443,-0.035,0.021,-1.184,-1.384,1.48,-0.129,-0.402,-0.486,-1.55,-0.696,1.035,-1.387,-1.262,0.461,-2.273,-0.94,0.126,0.779,0.325,0.61,-1.479,0.937,-2.375,-1.503,0.528,0.247,-2.02,0.8,-0.91,0.305,-0.816,-0.467,0.777,0.601,-1.36,-0.107,1.246,0.339,-1.261,1.592,0.377,0.029,-1.45,0.518,0.221,-1.568,-0.242,0.096,-0.083,-1.09,1.762,0.491,1.451,-0.239,0.419,-0.858,0.771,1.071,1.009,1.162,0.789
-1.479,-1.684,0.265,0.33,-0.016,0.911,0.702,-0.835,0.516,0.707,1.024,0.913,-1.142,0.727,0.461,1.241,1.645,0.706,0.889,2.515,0.968,-1.444,1.323,-0.463,-0.535,-0.396,-1.033,-0.251,-2.008,0.485,-0.076,-0.036,-0.724,1.671,0.626,-0.162,-1.022,-0.738,0.416,-1.472,0.889,0.045,-0.466,1.365,-0.796,-1.451,0.496,1.508,-1.048,-1.094,-0.903,-1.287,1.723,0.825,-0.309,0.309,-0.238,0.864,-0.962,-0.643,-0.281,-0.656,0.824,-1.779,0.189,-0.502,0.01,0.744,-1.576,-0.641,0.982,0.027,-1.215,0.758,-1.44,-1.412,0.367,0.084,-0.581,-0.017,-0.329,0.117,-0.857,0.804,0.451,-1.024,1.502,0.119,-0.432,-0.35,0.311,-0.233,-1.25,-0.775,0.128,1.125,0.336,-0.233,0.13,-0.484
-0.974,-0.8,-0.434,-0.64,-1.282,0.456,-0.525,-1.793,0.384,-0.502,0.347,-0.448,0.568,-1.065,-1.326,1.546,-0.102,-0.555,-0.265,-1.102,0.323,-0.029,1.828,-1.062,0.916,0.537,0.046,-0.427,0.087,-0.732,-1.185,-0.91,-0.485,-0.409,0.263,1.567,0.156,0.097,0.428,-0.482,0.887,0.662,0.729,0.575,0.674,-1.347,-1.438,0.475,-1.209,-0.363,-0.565,-0.32,-0.839,-0.613,0.304,-1.278,-1.574,-2.096,-0.278,-0.297,0.303,0.047,-1.465,0.582,-0.549,1.629,0.57,1.314,-0.129,0.146,-1.78,0.396,0.913,1.535,1.485,0.77,-0.319,-0.51,0.471,1.051,0.701,0.523,2.225,0.254,-0.684,-0.132,0.053,0.177,-0.677,1.44,-0.6,-0.201,-0.979,0.574,1.742,0.406,0.14,-0.863,-0.388,0.534
0.174,0.017,-0.061,1.381,0.517,-0.451,0.694,1.219,1.617,1.645,0.316,-0.145,0.348,-0.201,-0.557,0.209,-1.424,-0.543,-1.648,-1.388,1.318,0.468,1.35,-0.177,-0.759,0.611,0.349,-1.34,-0.144,-0.472,-0.854,1.086,0.617,-0.23,-0.385,0.846,1.016,-0.937,0.247,-0.682,-1.717,-1.862,0.455,-0.446,-0.126,0.578,0.133,-1.128,-0.092,-1.815,0.148,1.445,1.868,1.629,-0.2,-2.795,-0.41,0.789,0.002,-0.388,-0.39,1.028,-0.318,-2.019,-1.301,-1.542,-0.577,0.944,1.653,-0.342,-0.054,0.175,0.808,-0.718,-0.401,0.674,1.628,-0.647,0.556,1.542,-0.351,1.778,0.674,-1.094,0.491,-0.84,1.12,0.409,-1.227,0.293,1.074,0.174,2.332,-0.706,1.058,1.59,1.025,-0.833,0.231,0.616
-0.302,1.133,0.572,0.534,-1.08,0.251,-0.411,-0.918,-2.553,-1.134,0.352,-0.56,-0.351,-1.056,-1.939,2.046,-0.337,-0.834,-0.015,-0.097,2.34,0.497,-0.807,-0.274,1.921,2.354,-0.233,-1.183,0.749,0.008,1.564,-1.647,-1.345,0.595,-0.447,1.403,2.254,-0.684,0.197,2.594,1.326,-0.021,0.622,0.929,0.182,-0.561,-0.997,1.369,0.522,-0.067,1.445,0.578,-0.023,0.307,0.255,0.416,-0.455,-1.074,1.196,1.447,-0.429,-0.903,0.107,0.95,-0.449,-0.018,0.108,0.219,-0.495,-0.698,-0.899,1.597,0.949,-0.141,-0.772,-1.285,1.588,-0.41,-1.795,1.317,-0.836,-0.924,-1.528,0.172,-0.607,-0.124,-0.306,-0.191,-0.584,-1.137,-1.202,-2.2,0.698,-0.855,-0.275,0.482,-0.722,-0.255,1.699,-0.051
-0.846,1.061,1.377,1.076,1.75,0.816,-1.071,0.906,0.15,-2.511,-0.605,-1.162,1.013,1.107,0.24,-0.324,0.411,1.657,-0.124,-0.676,0.053,1.705,-0.579,-0.354,1.014,-0.824,1.224,-0.94,1.455,-1.087,-1.289,-0.613,-0.901,0.196,-0.915,1.2,-0.898,-1.111,-0.087,0.265,-0.217,-1.262,0.222,-0.619,-0.336,-0.526,2.417,0.29,-1.085,0.318,-1.083,-0.625,2.234,0.409,1.704,-1.758,0.824,1.043,-1.158,-2.778,-1.444,-0.264,-1.397,-1.812,-1.057,0.132,-1.222,1.172,-0.605,-0.544,-0.683,2.948,0.219,-1.313,0.988,-1.192,1.225,-0.607,-0.873,0.514,0.352,0.089,-1.164,-0.177,-0.937,-0.206,0.093,0.208,2.02,0.479,-0.408,0.762,0.746,-1.105,0.477,1.329,-0.158,0.189,0.864,0.28
-1.211,0.336,0.767,1.719,0.027,0.057,0.899,-0.242,1.249,-0.721,0.57,0.118,-2.737,-0.797,1.581,0.713,-1.5,-0.386,0.365,0.965,0.543,0.193,-0.164,-0.191,0.035,0.657,-1.675,0.478,-0.131,0.381,0.247,-0.702,0.699,-0.031,0.14,-0.28,-1.435,0.874,0.79,-0.577,0.528,0.261,-1.101,-1.379,-0.086,1.441,-1.391,-0.368,1.118,-0.794,-0.592,1.068,-0.777,0.528,0.994,-1.034,0.469,-0.132,1.011,-0.088,-1.087,-0.034,1.004,0.767,1.322,1.632,0.309,-0.568,0.62,-1.537,0.254,-1.824,1.25,0.488,0.952,-0.321,-0.07,0.523,0.301,-0.091,0.287,0.226,0.583,1.02,-0.539,-1.064,1.695,-0.805,0.143,1.019,-0.253,0.402,1.065,0.645,-0.857,-1.236,0.275,-0.656,-1.393,-0.593
1.679,1.11,-0.702,-0.183,-2.139,0.484,-0.483,-1.191,-1.749,-0.726,-0.126,1.146,-1.392,0.425,-1.295,-1.052,0.354,1.712,0.907,0.122,-0.665,-1.009,-0.966,1.047,1.139,-1.112,0.288,0.549,0.782,0.807,0.084,-1.382,0.687,0.319,0.354,1.034,0.409,-0.121,1.163,0.945,-0.362,0.565,-1.106,-0.059,0.102,-0.252,-1.043,2.624,-0.6,-1.406,-0.963,1.153,1.451,-0.693,-0.823,-1.688,-1.674,0.809,0.266,1.292,0.559,-1.505,0.331,-0.453,0.589,0.97,-0.657,-0.396,-0.287,0.042,-0.786,0.621,-1.661,-1.172,-0.126,1.073,-1.868,0.757,0.609,-0.206,-1.442,-0.683,1.198,0.602,0.224,-0.19,-0.563,-0.538,-1.256,0.109,0.632,0.417,0.072,1.572,-0.398,-2.173,-0.486,-0.491,2.533,1.419
